delta,1_Neighbor(s),2_Neighbor(s),3_Neighbor(s),4_Neighbor(s),5_Neighbor(s)
5,18,7,1,0,0
10,19,5,1,0,0
15,20,4,1,0,0
20,15,3,0,0,0
25,16,4,2,0,0
30,19,5,1,0,0
35,15,6,2,0,0
40,13,4,1,0,0
45,9,3,1,0,0
50,13,5,1,0,0
55,16,7,1,0,0
60,16,6,1,0,0
